order_id,pizza_id,quantity,order_date,order_time,pizza_type_id,pizza_size,price,name,category,ingredients
18532,pizza_margherita_l,3,2025-01-16,22:10:51,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
18533,pizza_hawaiian_l,1,2025-09-21,21:05:50,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18534,pizza_bbq_chicken_xl,3,2025-11-24,10:48:25,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18534,pizza_buffalo_chicken_s,2,2025-11-24,10:48:25,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18534,pizza_spinach_feta_l,1,2025-11-24,10:48:25,pizza_spinach_feta,L,11.83,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18534,pizza_buffalo_chicken_xl,1,2025-11-24,10:48:25,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18535,pizza_bbq_chicken_s,2,2025-02-20,19:54:37,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18536,pizza_bbq_chicken_l,1,2025-08-17,17:41:47,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18536,pizza_supreme_m,3,2025-08-17,17:41:47,pizza_supreme,M,15.34,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
18536,pizza_hawaiian_xl,3,2025-08-17,17:41:47,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18536,pizza_buffalo_chicken_s,2,2025-08-17,17:41:47,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18536,pizza_hawaiian_xl,1,2025-08-17,17:41:47,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18537,pizza_buffalo_chicken_xl,2,2025-10-04,19:22:55,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18537,pizza_pepperoni_l,1,2025-10-04,19:22:55,pizza_pepperoni,L,13.55,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18537,pizza_hawaiian_m,3,2025-10-04,19:22:55,pizza_hawaiian,M,11.4,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18538,pizza_spinach_feta_l,2,2025-03-07,17:33:26,pizza_spinach_feta,L,11.83,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18539,pizza_buffalo_chicken_xl,3,2025-09-26,21:05:00,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18539,pizza_buffalo_chicken_m,2,2025-09-26,21:05:00,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18539,pizza_spinach_feta_s,3,2025-09-26,21:05:00,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18539,pizza_spinach_feta_s,2,2025-09-26,21:05:00,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18539,pizza_margherita_m,1,2025-09-26,21:05:00,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
18540,pizza_meat_lovers_m,3,2025-01-19,15:28:27,pizza_meat_lovers,M,12.27,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18540,pizza_mushroom_xl,3,2025-01-19,15:28:27,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18540,pizza_mushroom_s,1,2025-01-19,15:28:27,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18540,pizza_margherita_s,2,2025-01-19,15:28:27,pizza_margherita,S,12.77,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
18541,pizza_pepperoni_xl,1,2025-09-07,16:13:11,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18541,pizza_spinach_feta_xl,3,2025-09-07,16:13:11,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18541,pizza_veggie_s,1,2025-09-07,16:13:11,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18542,pizza_meat_lovers_xl,2,2025-11-29,16:56:24,pizza_meat_lovers,XL,13.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18542,pizza_buffalo_chicken_xl,2,2025-11-29,16:56:24,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18542,pizza_veggie_xl,2,2025-11-29,16:56:24,pizza_veggie,XL,10.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18543,pizza_mushroom_s,3,2025-06-05,14:44:55,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18543,pizza_veggie_m,1,2025-06-05,14:44:55,pizza_veggie,M,9.79,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18544,pizza_meat_lovers_l,2,2025-08-29,22:33:20,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18545,pizza_bbq_chicken_m,2,2025-05-16,14:59:34,pizza_bbq_chicken,M,13.68,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18545,pizza_pepperoni_xl,2,2025-05-16,14:59:34,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18545,pizza_supreme_xl,3,2025-05-16,14:59:34,pizza_supreme,XL,10.91,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
18546,pizza_margherita_xl,2,2025-10-15,13:58:54,pizza_margherita,XL,16.41,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
18546,pizza_meat_lovers_xl,2,2025-10-15,13:58:54,pizza_meat_lovers,XL,13.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18546,pizza_mushroom_l,3,2025-10-15,13:58:54,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18547,pizza_meat_lovers_s,3,2025-11-28,05:11:14,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18547,pizza_mushroom_l,3,2025-11-28,05:11:14,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18547,pizza_spinach_feta_m,1,2025-11-28,05:11:14,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18548,pizza_meat_lovers_m,1,2025-02-17,22:10:17,pizza_meat_lovers,M,12.27,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18548,pizza_bbq_chicken_s,2,2025-02-17,22:10:17,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18548,pizza_bbq_chicken_l,2,2025-02-17,22:10:17,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18548,pizza_margherita_l,2,2025-02-17,22:10:17,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
18548,pizza_supreme_s,3,2025-02-17,22:10:17,pizza_supreme,S,14.32,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
18549,pizza_hawaiian_s,2,2025-09-23,02:47:03,pizza_hawaiian,S,18.82,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18549,pizza_mushroom_s,3,2025-09-23,02:47:03,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18549,pizza_buffalo_chicken_s,1,2025-09-23,02:47:03,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18549,pizza_hawaiian_l,2,2025-09-23,02:47:03,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18550,pizza_mushroom_s,2,2025-05-11,09:20:18,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18550,pizza_bbq_chicken_s,2,2025-05-11,09:20:18,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18550,pizza_veggie_m,2,2025-05-11,09:20:18,pizza_veggie,M,9.79,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18550,pizza_bbq_chicken_l,2,2025-05-11,09:20:18,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18550,pizza_bbq_chicken_s,3,2025-05-11,09:20:18,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18551,pizza_bbq_chicken_xl,1,2025-03-11,08:11:57,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18551,pizza_spinach_feta_l,2,2025-03-11,08:11:57,pizza_spinach_feta,L,11.83,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18551,pizza_pepperoni_s,2,2025-03-11,08:11:57,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18551,pizza_supreme_xl,2,2025-03-11,08:11:57,pizza_supreme,XL,10.91,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
18551,pizza_margherita_s,3,2025-03-11,08:11:57,pizza_margherita,S,12.77,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
18552,pizza_veggie_l,2,2025-08-19,02:59:42,pizza_veggie,L,17.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18552,pizza_supreme_s,2,2025-08-19,02:59:42,pizza_supreme,S,14.32,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
18552,pizza_spinach_feta_xl,2,2025-08-19,02:59:42,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18552,pizza_mushroom_s,2,2025-08-19,02:59:42,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18553,pizza_hawaiian_xl,3,2025-02-25,13:23:26,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18553,pizza_supreme_m,3,2025-02-25,13:23:26,pizza_supreme,M,15.34,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
18553,pizza_meat_lovers_xl,3,2025-02-25,13:23:26,pizza_meat_lovers,XL,13.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18553,pizza_hawaiian_l,1,2025-02-25,13:23:26,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18553,pizza_veggie_l,2,2025-02-25,13:23:26,pizza_veggie,L,17.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18554,pizza_mushroom_xl,2,2025-12-21,05:51:03,pizza_mushroom,XL,14.56,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18555,pizza_meat_lovers_l,2,2025-12-17,09:34:36,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18555,pizza_mushroom_s,2,2025-12-17,09:34:36,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18556,pizza_buffalo_chicken_m,2,2025-08-20,01:18:29,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18556,pizza_margherita_l,2,2025-08-20,01:18:29,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
18556,pizza_bbq_chicken_xl,3,2025-08-20,01:18:29,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18556,pizza_pepperoni_m,1,2025-08-20,01:18:29,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18557,pizza_margherita_m,3,2025-04-24,17:39:44,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
18557,pizza_mushroom_s,2,2025-04-24,17:39:44,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18557,pizza_veggie_s,3,2025-04-24,17:39:44,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18557,pizza_mushroom_l,2,2025-04-24,17:39:44,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18557,pizza_supreme_l,1,2025-04-24,17:39:44,pizza_supreme,L,10.84,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
18558,pizza_buffalo_chicken_l,1,2025-12-20,04:50:07,pizza_buffalo_chicken,L,8.01,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18558,pizza_mushroom_m,3,2025-12-20,04:50:07,pizza_mushroom,M,15.77,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18558,pizza_mushroom_m,1,2025-12-20,04:50:07,pizza_mushroom,M,15.77,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18558,pizza_pepperoni_s,3,2025-12-20,04:50:07,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18559,pizza_meat_lovers_l,1,2025-06-29,19:38:59,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18560,pizza_pepperoni_l,3,2025-07-27,13:21:36,pizza_pepperoni,L,13.55,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18560,pizza_spinach_feta_s,2,2025-07-27,13:21:36,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18560,pizza_hawaiian_l,1,2025-07-27,13:21:36,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18560,pizza_hawaiian_s,1,2025-07-27,13:21:36,pizza_hawaiian,S,18.82,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18561,pizza_meat_lovers_l,2,2025-01-06,00:46:14,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18561,pizza_mushroom_l,1,2025-01-06,00:46:14,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18561,pizza_spinach_feta_s,1,2025-01-06,00:46:14,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18561,pizza_pepperoni_xl,1,2025-01-06,00:46:14,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18561,pizza_pepperoni_m,3,2025-01-06,00:46:14,pizza_pepperoni,M,5.89,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18562,pizza_supreme_s,3,2025-05-03,20:20:30,pizza_supreme,S,14.32,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
18562,pizza_buffalo_chicken_m,1,2025-05-03,20:20:30,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18562,pizza_bbq_chicken_s,3,2025-05-03,20:20:30,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18562,pizza_meat_lovers_s,1,2025-05-03,20:20:30,pizza_meat_lovers,S,9.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18563,pizza_veggie_s,2,2025-07-05,07:14:35,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18563,pizza_pepperoni_s,2,2025-07-05,07:14:35,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18563,pizza_mushroom_l,3,2025-07-05,07:14:35,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18563,pizza_bbq_chicken_l,3,2025-07-05,07:14:35,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18563,pizza_pepperoni_xl,1,2025-07-05,07:14:35,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18564,pizza_bbq_chicken_s,2,2025-08-20,12:04:26,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18565,pizza_margherita_m,1,2025-09-04,15:35:27,pizza_margherita,M,5.22,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
18565,pizza_buffalo_chicken_l,2,2025-09-04,15:35:27,pizza_buffalo_chicken,L,8.01,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18566,pizza_pepperoni_xl,2,2025-03-01,05:30:13,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18566,pizza_pepperoni_s,1,2025-03-01,05:30:13,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18566,pizza_spinach_feta_s,1,2025-03-01,05:30:13,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18566,pizza_bbq_chicken_xl,1,2025-03-01,05:30:13,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18566,pizza_veggie_xl,2,2025-03-01,05:30:13,pizza_veggie,XL,10.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18567,pizza_buffalo_chicken_m,1,2025-04-15,03:21:48,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18567,pizza_mushroom_l,1,2025-04-15,03:21:48,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18567,pizza_veggie_m,3,2025-04-15,03:21:48,pizza_veggie,M,9.79,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18568,pizza_supreme_l,1,2025-02-05,18:40:44,pizza_supreme,L,10.84,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
18568,pizza_spinach_feta_xl,2,2025-02-05,18:40:44,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18569,pizza_buffalo_chicken_s,3,2025-07-31,22:19:06,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18569,pizza_buffalo_chicken_l,3,2025-07-31,22:19:06,pizza_buffalo_chicken,L,8.01,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18569,pizza_meat_lovers_m,2,2025-07-31,22:19:06,pizza_meat_lovers,M,12.27,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18570,pizza_buffalo_chicken_xl,1,2025-07-08,08:08:54,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18570,pizza_spinach_feta_s,3,2025-07-08,08:08:54,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18570,pizza_pepperoni_s,2,2025-07-08,08:08:54,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18570,pizza_hawaiian_xl,3,2025-07-08,08:08:54,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18571,pizza_spinach_feta_xl,2,2025-10-17,20:32:22,pizza_spinach_feta,XL,5.86,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18571,pizza_mushroom_l,1,2025-10-17,20:32:22,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18572,pizza_margherita_l,1,2025-10-28,06:59:52,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
18572,pizza_bbq_chicken_xl,1,2025-10-28,06:59:52,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18572,pizza_spinach_feta_m,2,2025-10-28,06:59:52,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18572,pizza_meat_lovers_xl,1,2025-10-28,06:59:52,pizza_meat_lovers,XL,13.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18572,pizza_meat_lovers_l,2,2025-10-28,06:59:52,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18573,pizza_supreme_s,3,2025-12-07,14:46:45,pizza_supreme,S,14.32,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
18573,pizza_spinach_feta_l,3,2025-12-07,14:46:45,pizza_spinach_feta,L,11.83,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18573,pizza_supreme_s,1,2025-12-07,14:46:45,pizza_supreme,S,14.32,Supreme,Meat,"tomato sauce, mozzarella, pepperoni, sausage, vegetables"
18573,pizza_veggie_xl,1,2025-12-07,14:46:45,pizza_veggie,XL,10.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18574,pizza_meat_lovers_xl,2,2025-04-13,13:50:14,pizza_meat_lovers,XL,13.98,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18574,pizza_hawaiian_l,3,2025-04-13,13:50:14,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18574,pizza_buffalo_chicken_m,2,2025-04-13,13:50:14,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18574,pizza_bbq_chicken_s,3,2025-04-13,13:50:14,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18574,pizza_buffalo_chicken_s,1,2025-04-13,13:50:14,pizza_buffalo_chicken,S,5.56,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18575,pizza_hawaiian_s,1,2025-10-14,22:12:46,pizza_hawaiian,S,18.82,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18576,pizza_spinach_feta_m,1,2025-05-18,12:45:31,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18576,pizza_spinach_feta_s,1,2025-05-18,12:45:31,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18576,pizza_bbq_chicken_l,1,2025-05-18,12:45:31,pizza_bbq_chicken,L,16.28,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18576,pizza_bbq_chicken_s,1,2025-05-18,12:45:31,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18576,pizza_veggie_s,2,2025-05-18,12:45:31,pizza_veggie,S,17.33,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18577,pizza_pepperoni_xl,3,2025-05-23,06:37:32,pizza_pepperoni,XL,10.37,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18577,pizza_bbq_chicken_xl,2,2025-05-23,06:37:32,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18577,pizza_hawaiian_m,1,2025-05-23,06:37:32,pizza_hawaiian,M,11.4,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18578,pizza_buffalo_chicken_l,2,2025-03-23,10:32:04,pizza_buffalo_chicken,L,8.01,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18579,pizza_mushroom_l,2,2025-10-06,07:14:49,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18580,pizza_pepperoni_s,3,2025-05-15,04:28:27,pizza_pepperoni,S,16.29,Pepperoni,Meat,"tomato sauce, mozzarella, pepperoni"
18580,pizza_mushroom_m,2,2025-05-15,04:28:27,pizza_mushroom,M,15.77,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18580,pizza_spinach_feta_m,1,2025-05-15,04:28:27,pizza_spinach_feta,M,6.24,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18581,pizza_spinach_feta_s,1,2025-07-30,20:03:53,pizza_spinach_feta,S,12.69,Spinach and Feta,Vegetarian,"spinach, feta cheese, garlic"
18581,pizza_margherita_xl,3,2025-07-30,20:03:53,pizza_margherita,XL,16.41,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
18581,pizza_bbq_chicken_s,2,2025-07-30,20:03:53,pizza_bbq_chicken,S,10.37,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18581,pizza_mushroom_l,3,2025-07-30,20:03:53,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18581,pizza_meat_lovers_l,3,2025-07-30,20:03:53,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18582,pizza_mushroom_l,2,2025-03-05,19:44:31,pizza_mushroom,L,18.68,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18582,pizza_hawaiian_l,3,2025-03-05,19:44:31,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18582,pizza_hawaiian_xl,3,2025-03-05,19:44:31,pizza_hawaiian,XL,7.3,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18582,pizza_buffalo_chicken_xl,2,2025-03-05,19:44:31,pizza_buffalo_chicken,XL,5.78,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18582,pizza_margherita_l,3,2025-03-05,19:44:31,pizza_margherita,L,6.28,Margherita,Vegetarian,"tomato sauce, mozzarella, basil"
18583,pizza_veggie_l,2,2025-11-04,19:38:39,pizza_veggie,L,17.9,Veggie,Vegetarian,"tomato sauce, mozzarella, peppers, onions, olives"
18583,pizza_meat_lovers_l,1,2025-11-04,19:38:39,pizza_meat_lovers,L,19.65,Meat Lovers,Meat,"pepperoni, sausage, bacon, ham"
18583,pizza_buffalo_chicken_m,2,2025-11-04,19:38:39,pizza_buffalo_chicken,M,11.41,Buffalo Chicken,Meat,"buffalo sauce, mozzarella, chicken"
18583,pizza_bbq_chicken_xl,2,2025-11-04,19:38:39,pizza_bbq_chicken,XL,8.74,BBQ Chicken,Meat,"bbq sauce, mozzarella, chicken"
18584,pizza_hawaiian_l,3,2025-07-22,09:26:54,pizza_hawaiian,L,12.18,Hawaiian,Meat,"tomato sauce, mozzarella, ham, pineapple"
18584,pizza_mushroom_s,3,2025-07-22,09:26:54,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
18584,pizza_mushroom_s,3,2025-07-22,09:26:54,pizza_mushroom,S,16.86,Mushroom,Vegetarian,"tomato sauce, mozzarella, mushrooms"
